timestamp,meter_id,pressure_bar,pressure_m_head,consumption_m3
2023-09-01 07:00:00,SWM10,4.3,43.847797159,0.007
2023-09-01 07:00:00,SWM10B,4.2,42.82808094600001,0.017
2023-09-01 07:00:00,SWM10C,4.1,41.808364733,0.0
2023-09-01 07:00:00,SWM11,5.2,53.025243076,0.039
2023-09-01 07:00:00,SWM12,4.9,49.96609443700001,0.06
2023-09-01 07:00:00,SWM13,5.0,50.985810650000005,0.002
2023-09-01 07:00:00,SWM14,5.3,54.044959289000005,0.0
2023-09-01 07:00:00,SWM15,4.8,48.946378224,0.012
2023-09-01 07:00:00,SWM2,5.0,50.985810650000005,0.001
2023-09-01 07:00:00,SWM3,5.1,52.005526863,0.0
2023-09-01 07:00:00,SWM4,5.0,50.985810650000005,0.008
2023-09-01 07:00:00,SWM6,4.9,49.96609443700001,0.013
2023-09-01 07:00:00,SWM7,5.1,52.005526863,0.0
2023-09-01 07:00:00,SWM8,4.9,49.96609443700001,0.072
2023-09-01 07:00:00,SWM9,4.5,45.887229585,0.012
2023-09-01 08:00:00,SWM10,4.3,43.847797159,0.0
2023-09-01 08:00:00,SWM10B,4.2,42.82808094600001,0.022
2023-09-01 08:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-01 08:00:00,SWM11,5.2,53.025243076,0.008
2023-09-01 08:00:00,SWM12,4.9,49.96609443700001,0.057
2023-09-01 08:00:00,SWM13,5.0,50.985810650000005,0.038
2023-09-01 08:00:00,SWM14,5.3,54.044959289000005,0.0
2023-09-01 08:00:00,SWM15,4.8,48.946378224,0.002
2023-09-01 08:00:00,SWM2,5.0,50.985810650000005,0.0
2023-09-01 08:00:00,SWM3,5.1,52.005526863,0.0
2023-09-01 08:00:00,SWM4,5.0,50.985810650000005,0.029
2023-09-01 08:00:00,SWM6,4.9,49.96609443700001,0.008
2023-09-01 08:00:00,SWM7,5.1,52.005526863,0.0
2023-09-01 08:00:00,SWM8,4.9,49.96609443700001,0.023
2023-09-01 08:00:00,SWM9,4.5,45.887229585,0.008
2023-09-01 09:00:00,SWM10,4.2,42.82808094600001,0.0
2023-09-01 09:00:00,SWM10B,4.1,41.808364733,0.0
2023-09-01 09:00:00,SWM10C,4.1,41.808364733,0.0
2023-09-01 09:00:00,SWM11,5.3,54.044959289000005,0.011
2023-09-01 09:00:00,SWM12,5.0,50.985810650000005,0.068
2023-09-01 09:00:00,SWM13,5.1,52.005526863,0.0
2023-09-01 09:00:00,SWM14,5.4,55.06467550200001,0.0
2023-09-01 09:00:00,SWM15,4.9,49.96609443700001,0.031
2023-09-01 09:00:00,SWM2,5.05,51.4956687565,0.0
2023-09-01 09:00:00,SWM3,5.1,52.005526863,0.0
2023-09-01 09:00:00,SWM4,5.1,52.005526863,0.026
2023-09-01 09:00:00,SWM6,5.0,50.985810650000005,0.064
2023-09-01 09:00:00,SWM7,5.2,53.025243076,0.006
2023-09-01 09:00:00,SWM8,4.9,49.96609443700001,0.0
2023-09-01 09:00:00,SWM9,4.5,45.887229585,0.013
2023-09-01 10:00:00,SWM10,4.4,44.867513372000005,0.0
2023-09-01 10:00:00,SWM10B,4.25,43.337939052500005,0.013
2023-09-01 10:00:00,SWM10C,4.2,42.82808094600001,0.001
2023-09-01 10:00:00,SWM11,5.3,54.044959289000005,0.026
2023-09-01 10:00:00,SWM12,5.1,52.005526863,0.082
2023-09-01 10:00:00,SWM13,5.15,52.515384969500005,0.011
2023-09-01 10:00:00,SWM14,5.4,55.06467550200001,0.0
2023-09-01 10:00:00,SWM15,5.0,50.985810650000005,0.022
2023-09-01 10:00:00,SWM2,5.1,52.005526863,0.0
2023-09-01 10:00:00,SWM3,5.2,53.025243076,0.0
2023-09-01 10:00:00,SWM4,5.2,53.025243076,0.022
2023-09-01 10:00:00,SWM6,5.1,52.005526863,0.053
2023-09-01 10:00:00,SWM7,5.3,54.044959289000005,0.026
2023-09-01 10:00:00,SWM8,5.1,52.005526863,0.009
2023-09-01 10:00:00,SWM9,4.6,46.906945798,0.035
2023-09-01 11:00:00,SWM10,4.4,44.867513372000005,0.082
2023-09-01 11:00:00,SWM10B,4.3,43.847797159,0.048
2023-09-01 11:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-01 11:00:00,SWM11,5.4,55.06467550200001,0.013
2023-09-01 11:00:00,SWM12,5.1,52.005526863,0.049
2023-09-01 11:00:00,SWM13,5.2,53.025243076,0.003
2023-09-01 11:00:00,SWM14,5.5,56.084391715,0.0
2023-09-01 11:00:00,SWM15,5.0,50.985810650000005,0.019
2023-09-01 11:00:00,SWM2,5.2,53.025243076,0.026
2023-09-01 11:00:00,SWM3,5.2,53.025243076,0.0
2023-09-01 11:00:00,SWM4,5.2,53.025243076,0.0
2023-09-01 11:00:00,SWM6,5.1,52.005526863,0.012
2023-09-01 11:00:00,SWM7,5.3,54.044959289000005,0.065
2023-09-01 11:00:00,SWM8,5.1,52.005526863,0.017
2023-09-01 11:00:00,SWM9,4.7,47.926662011000005,0.013
2023-09-01 12:00:00,SWM10,4.6,46.906945798,0.011
2023-09-01 12:00:00,SWM10B,4.5,45.887229585,0.004
2023-09-01 12:00:00,SWM10C,4.5,45.887229585,0.0
2023-09-01 12:00:00,SWM11,5.3,54.044959289000005,0.014
2023-09-01 12:00:00,SWM12,5.1,52.005526863,0.072
2023-09-01 12:00:00,SWM13,5.2,53.025243076,0.022
2023-09-01 12:00:00,SWM14,5.5,56.084391715,0.0
2023-09-01 12:00:00,SWM15,5.0,50.985810650000005,0.013
2023-09-01 12:00:00,SWM2,5.2,53.025243076,0.013
2023-09-01 12:00:00,SWM3,5.2,53.025243076,0.0
2023-09-01 12:00:00,SWM4,5.2,53.025243076,0.0
2023-09-01 12:00:00,SWM6,5.1,52.005526863,0.161
2023-09-01 12:00:00,SWM7,5.3,54.044959289000005,0.006
2023-09-01 12:00:00,SWM8,5.1,52.005526863,0.105
2023-09-01 12:00:00,SWM9,4.6,46.906945798,0.009
2023-09-01 13:00:00,SWM10,4.5,45.887229585,0.0
2023-09-01 13:00:00,SWM10B,4.3,43.847797159,0.001
2023-09-01 13:00:00,SWM10C,4.3,43.847797159,0.0
2023-09-01 13:00:00,SWM11,5.5,56.084391715,0.005
2023-09-01 13:00:00,SWM12,5.2,53.025243076,0.175
2023-09-01 13:00:00,SWM13,5.3,54.044959289000005,0.008
2023-09-01 13:00:00,SWM14,5.6,57.104107928,0.004
2023-09-01 13:00:00,SWM15,5.1,52.005526863,0.011
2023-09-01 13:00:00,SWM2,5.4,55.06467550200001,0.05
2023-09-01 13:00:00,SWM3,5.4,55.06467550200001,0.0
2023-09-01 13:00:00,SWM4,5.3,54.044959289000005,0.007
2023-09-01 13:00:00,SWM6,5.2,53.025243076,0.024
2023-09-01 13:00:00,SWM7,5.4,55.06467550200001,0.0
2023-09-01 13:00:00,SWM8,5.2,53.025243076,0.008
2023-09-01 13:00:00,SWM9,4.5,45.887229585,0.0
2023-09-01 14:00:00,SWM10,4.3,43.847797159,0.0
2023-09-01 14:00:00,SWM10B,4.2,42.82808094600001,0.017
2023-09-01 14:00:00,SWM10C,4.1,41.808364733,0.0
2023-09-01 14:00:00,SWM11,5.5,56.084391715,0.001
2023-09-01 14:00:00,SWM12,5.4,55.06467550200001,0.0
2023-09-01 14:00:00,SWM13,5.3,54.044959289000005,0.001
2023-09-01 14:00:00,SWM14,5.6,57.104107928,0.012
2023-09-01 14:00:00,SWM15,5.1,52.005526863,0.001
2023-09-01 14:00:00,SWM2,5.3,54.044959289000005,0.014
2023-09-01 14:00:00,SWM3,5.3,54.044959289000005,0.0
2023-09-01 14:00:00,SWM4,5.3,54.044959289000005,0.006
2023-09-01 14:00:00,SWM6,5.2,53.025243076,0.01
2023-09-01 14:00:00,SWM7,5.35,54.5548173955,0.0
2023-09-01 14:00:00,SWM8,5.2,53.025243076,0.017
2023-09-01 14:00:00,SWM9,4.4,44.867513372000005,0.0
2023-09-01 15:00:00,SWM10,4.6,46.906945798,0.054
2023-09-01 15:00:00,SWM10B,4.5,45.887229585,0.01
2023-09-01 15:00:00,SWM10C,4.4,44.867513372000005,0.0
2023-09-01 15:00:00,SWM11,5.5,56.084391715,0.001
2023-09-01 15:00:00,SWM12,5.8,59.143540354,0.0
2023-09-01 15:00:00,SWM13,5.4,55.06467550200001,0.064
2023-09-01 15:00:00,SWM14,5.7,58.12382414100001,0.098
2023-09-01 15:00:00,SWM15,5.1,52.005526863,0.0
2023-09-01 15:00:00,SWM2,5.4,55.06467550200001,0.044
2023-09-01 15:00:00,SWM3,5.4,55.06467550200001,0.008
2023-09-01 15:00:00,SWM4,5.3,54.044959289000005,0.0
2023-09-01 15:00:00,SWM6,5.25,53.5351011825,0.034
2023-09-01 15:00:00,SWM7,5.5,56.084391715,0.046
2023-09-01 15:00:00,SWM8,5.2,53.025243076,0.007
2023-09-01 15:00:00,SWM9,4.5,45.887229585,0.0
2023-09-01 16:00:00,SWM10,4.3,43.847797159,0.001
2023-09-01 16:00:00,SWM10B,4.2,42.82808094600001,0.016
2023-09-01 16:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-01 16:00:00,SWM11,5.5,56.084391715,0.008
2023-09-01 16:00:00,SWM12,6.5,66.281553845,0.0
2023-09-01 16:00:00,SWM13,5.3,54.044959289000005,0.011
2023-09-01 16:00:00,SWM14,5.6,57.104107928,0.183
2023-09-01 16:00:00,SWM15,5.0,50.985810650000005,0.0
2023-09-01 16:00:00,SWM2,5.3,54.044959289000005,0.02
2023-09-01 16:00:00,SWM3,5.4,55.06467550200001,0.014
2023-09-01 16:00:00,SWM4,5.3,54.044959289000005,0.005
2023-09-01 16:00:00,SWM6,5.2,53.025243076,0.03
2023-09-01 16:00:00,SWM7,5.4,55.06467550200001,0.142
2023-09-01 16:00:00,SWM8,5.2,53.025243076,0.012
2023-09-01 16:00:00,SWM9,4.4,44.867513372000005,0.0
2023-09-01 17:00:00,SWM10,4.5,45.887229585,0.054
2023-09-01 17:00:00,SWM10B,4.4,44.867513372000005,0.005
2023-09-01 17:00:00,SWM10C,4.3,43.847797159,0.0
2023-09-01 17:00:00,SWM11,5.4,55.06467550200001,0.001
2023-09-01 17:00:00,SWM12,7.0,71.38013491000001,0.0
2023-09-01 17:00:00,SWM13,5.2,53.025243076,0.023
2023-09-01 17:00:00,SWM14,5.5,56.084391715,0.103
2023-09-01 17:00:00,SWM15,5.0,50.985810650000005,0.0
2023-09-01 17:00:00,SWM2,5.3,54.044959289000005,0.121
2023-09-01 17:00:00,SWM3,5.3,54.044959289000005,0.03
2023-09-01 17:00:00,SWM4,5.2,53.025243076,0.005
2023-09-01 17:00:00,SWM6,5.1,52.005526863,0.013
2023-09-01 17:00:00,SWM7,5.3,54.044959289000005,0.116
2023-09-01 17:00:00,SWM8,5.1,52.005526863,0.016
2023-09-01 17:00:00,SWM9,4.4,44.867513372000005,0.0
2023-09-01 18:00:00,SWM10,4.3,43.847797159,0.018
2023-09-01 18:00:00,SWM10B,4.1,41.808364733,0.023
2023-09-01 18:00:00,SWM10C,4.1,41.808364733,0.001
2023-09-01 18:00:00,SWM11,5.4,55.06467550200001,0.007
2023-09-01 18:00:00,SWM12,7.0,71.38013491000001,0.0
2023-09-01 18:00:00,SWM13,5.2,53.025243076,0.007
2023-09-01 18:00:00,SWM14,5.6,57.104107928,0.045
2023-09-01 18:00:00,SWM15,5.0,50.985810650000005,0.003
2023-09-01 18:00:00,SWM2,5.3,54.044959289000005,0.017
2023-09-01 18:00:00,SWM3,5.3,54.044959289000005,0.029
2023-09-01 18:00:00,SWM4,5.2,53.025243076,0.0
2023-09-01 18:00:00,SWM6,5.1,52.005526863,0.029
2023-09-01 18:00:00,SWM7,5.4,55.06467550200001,0.085
2023-09-01 18:00:00,SWM8,5.1,52.005526863,0.003
2023-09-01 18:00:00,SWM9,5.9,60.163256567000005,0.0
2023-09-01 19:00:00,SWM10,4.35,44.3576552655,0.0
2023-09-01 19:00:00,SWM10B,4.2,42.82808094600001,0.027
2023-09-01 19:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-01 19:00:00,SWM11,5.4,55.06467550200001,0.006
2023-09-01 19:00:00,SWM12,6.9,70.36041869700001,0.0
2023-09-01 19:00:00,SWM13,5.2,53.025243076,0.003
2023-09-01 19:00:00,SWM14,5.6,57.104107928,0.016
2023-09-01 19:00:00,SWM15,5.0,50.985810650000005,0.0
2023-09-01 19:00:00,SWM2,5.3,54.044959289000005,0.01
2023-09-01 19:00:00,SWM3,5.3,54.044959289000005,0.009
2023-09-01 19:00:00,SWM4,5.2,53.025243076,0.0
2023-09-01 19:00:00,SWM6,5.1,52.005526863,0.099
2023-09-01 19:00:00,SWM7,5.4,55.06467550200001,0.031
2023-09-01 19:00:00,SWM8,5.1,52.005526863,0.006
2023-09-01 19:00:00,SWM9,5.7,58.12382414100001,0.0
2023-09-01 20:00:00,SWM10,4.8,48.946378224,0.0
2023-09-01 20:00:00,SWM10B,4.8,48.946378224,0.006
2023-09-01 20:00:00,SWM10C,4.7,47.926662011000005,0.0
2023-09-01 20:00:00,SWM11,5.25,53.5351011825,0.011
2023-09-01 20:00:00,SWM12,6.8,69.340702484,0.0
2023-09-01 20:00:00,SWM13,5.1,52.005526863,0.075
2023-09-01 20:00:00,SWM14,5.4,55.06467550200001,0.011
2023-09-01 20:00:00,SWM15,4.9,49.96609443700001,0.033
2023-09-01 20:00:00,SWM2,5.1,52.005526863,0.031
2023-09-01 20:00:00,SWM3,5.1,52.005526863,0.0
2023-09-01 20:00:00,SWM4,5.0,50.985810650000005,0.0
2023-09-01 20:00:00,SWM6,5.0,50.985810650000005,0.026
2023-09-01 20:00:00,SWM7,5.1,52.005526863,0.022
2023-09-01 20:00:00,SWM8,4.9,49.96609443700001,0.115
2023-09-01 20:00:00,SWM9,5.5,56.084391715,0.0
2023-09-01 21:00:00,SWM10,4.4,44.867513372000005,0.007
2023-09-01 21:00:00,SWM10B,4.2,42.82808094600001,0.0
2023-09-01 21:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-01 21:00:00,SWM11,5.3,54.044959289000005,0.004
2023-09-01 21:00:00,SWM12,6.6,67.301270058,0.0
2023-09-01 21:00:00,SWM13,5.1,52.005526863,0.064
2023-09-01 21:00:00,SWM14,5.4,55.06467550200001,0.006
2023-09-01 21:00:00,SWM15,4.9,49.96609443700001,0.007
2023-09-01 21:00:00,SWM2,5.1,52.005526863,0.0
2023-09-01 21:00:00,SWM3,5.2,53.025243076,0.008
2023-09-01 21:00:00,SWM4,5.1,52.005526863,0.007
2023-09-01 21:00:00,SWM6,5.0,50.985810650000005,0.04
2023-09-01 21:00:00,SWM7,5.2,53.025243076,0.0
2023-09-01 21:00:00,SWM8,5.0,50.985810650000005,0.015
2023-09-01 21:00:00,SWM9,5.1,52.005526863,0.0
2023-09-01 22:00:00,SWM10,4.3,43.847797159,0.023
2023-09-01 22:00:00,SWM10B,4.1,41.808364733,0.004
2023-09-01 22:00:00,SWM10C,4.1,41.808364733,0.0
2023-09-01 22:00:00,SWM11,5.3,54.044959289000005,0.025
2023-09-01 22:00:00,SWM12,6.3,64.242121419,0.005
2023-09-01 22:00:00,SWM13,5.2,53.025243076,0.01
2023-09-01 22:00:00,SWM14,5.5,56.084391715,0.012
2023-09-01 22:00:00,SWM15,5.0,50.985810650000005,0.071
2023-09-01 22:00:00,SWM2,5.1,52.005526863,0.001
2023-09-01 22:00:00,SWM3,5.2,53.025243076,0.0
2023-09-01 22:00:00,SWM4,5.2,53.025243076,0.0
2023-09-01 22:00:00,SWM6,5.1,52.005526863,0.027
2023-09-01 22:00:00,SWM7,5.25,53.5351011825,0.011
2023-09-01 22:00:00,SWM8,5.0,50.985810650000005,0.006
2023-09-01 22:00:00,SWM9,4.9,49.96609443700001,0.0
2023-09-01 23:00:00,SWM10,4.35,44.3576552655,0.015
2023-09-01 23:00:00,SWM10B,4.2,42.82808094600001,0.0
2023-09-01 23:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-01 23:00:00,SWM11,5.5,56.084391715,0.012
2023-09-01 23:00:00,SWM12,5.1,52.005526863,0.0
2023-09-01 23:00:00,SWM13,5.2,53.025243076,0.0
2023-09-01 23:00:00,SWM14,5.6,57.104107928,0.02
2023-09-01 23:00:00,SWM15,5.1,52.005526863,0.0
2023-09-01 23:00:00,SWM2,5.3,54.044959289000005,0.001
2023-09-01 23:00:00,SWM3,5.3,54.044959289000005,0.0
2023-09-01 23:00:00,SWM4,5.3,54.044959289000005,0.0
2023-09-01 23:00:00,SWM6,5.2,53.025243076,0.018
2023-09-01 23:00:00,SWM7,5.4,55.06467550200001,0.0
2023-09-01 23:00:00,SWM8,5.2,53.025243076,0.002
2023-09-01 23:00:00,SWM9,4.7,47.926662011000005,0.0
2023-09-02 00:00:00,SWM10,4.25,43.337939052500005,0.0
2023-09-02 00:00:00,SWM10B,4.1,41.808364733,0.007
2023-09-02 00:00:00,SWM10C,4.1,41.808364733,0.0
2023-09-02 00:00:00,SWM11,5.45,55.574533608500005,0.014
2023-09-02 00:00:00,SWM12,5.1,52.005526863,0.0
2023-09-02 00:00:00,SWM13,5.2,53.025243076,0.0
2023-09-02 00:00:00,SWM14,5.6,57.104107928,0.0
2023-09-02 00:00:00,SWM15,5.0,50.985810650000005,0.0
2023-09-02 00:00:00,SWM2,5.2,53.025243076,0.0
2023-09-02 00:00:00,SWM3,5.3,54.044959289000005,0.013
2023-09-02 00:00:00,SWM4,5.2,53.025243076,0.0
2023-09-02 00:00:00,SWM6,5.1,52.005526863,0.0
2023-09-02 00:00:00,SWM7,5.3,54.044959289000005,0.007
2023-09-02 00:00:00,SWM8,5.1,52.005526863,0.0
2023-09-02 00:00:00,SWM9,4.5,45.887229585,0.0
2023-09-02 01:00:00,SWM10,4.2,42.82808094600001,0.016
2023-09-02 01:00:00,SWM10B,4.0,40.78864852,0.0
2023-09-02 01:00:00,SWM10C,4.0,40.78864852,0.0
2023-09-02 01:00:00,SWM11,5.5,56.084391715,0.024
2023-09-02 01:00:00,SWM12,5.1,52.005526863,0.0
2023-09-02 01:00:00,SWM13,5.2,53.025243076,0.0
2023-09-02 01:00:00,SWM14,5.6,57.104107928,0.0
2023-09-02 01:00:00,SWM15,5.1,52.005526863,0.0
2023-09-02 01:00:00,SWM2,5.25,53.5351011825,0.0
2023-09-02 01:00:00,SWM3,5.4,55.06467550200001,0.008
2023-09-02 01:00:00,SWM4,5.3,54.044959289000005,0.0
2023-09-02 01:00:00,SWM6,5.2,53.025243076,0.002
2023-09-02 01:00:00,SWM7,5.4,55.06467550200001,0.0
2023-09-02 01:00:00,SWM8,5.2,53.025243076,0.006
2023-09-02 01:00:00,SWM9,4.4,44.867513372000005,0.0
2023-09-02 02:00:00,SWM10,4.2,42.82808094600001,0.0
2023-09-02 02:00:00,SWM10B,4.1,41.808364733,0.0
2023-09-02 02:00:00,SWM10C,4.1,41.808364733,0.0
2023-09-02 02:00:00,SWM11,5.5,56.084391715,0.013
2023-09-02 02:00:00,SWM12,5.1,52.005526863,0.0
2023-09-02 02:00:00,SWM13,5.2,53.025243076,0.0
2023-09-02 02:00:00,SWM14,5.55,56.5942498215,0.0
2023-09-02 02:00:00,SWM15,5.0,50.985810650000005,0.0
2023-09-02 02:00:00,SWM2,5.2,53.025243076,0.0
2023-09-02 02:00:00,SWM3,5.3,54.044959289000005,0.0
2023-09-02 02:00:00,SWM4,5.2,53.025243076,0.0
2023-09-02 02:00:00,SWM6,5.2,53.025243076,0.023
2023-09-02 02:00:00,SWM7,5.4,55.06467550200001,0.016
2023-09-02 02:00:00,SWM8,5.1,52.005526863,0.0
2023-09-02 02:00:00,SWM9,6.0,61.18297278,0.0
2023-09-02 03:00:00,SWM10,4.35,44.3576552655,0.01
2023-09-02 03:00:00,SWM10B,4.2,42.82808094600001,0.0
2023-09-02 03:00:00,SWM10C,4.2,42.82808094600001,0.0
2023-09-02 03:00:00,SWM11,5.5,56.084391715,0.013
2023-09-02 03:00:00,SWM12,5.1,52.005526863,0.0
2023-09-02 03:00:00,SWM13,5.2,53.025243076,0.0
2023-09-02 03:00:00,SWM14,5.5,56.084391715,0.0
2023-09-02 03:00:00,SWM15,5.0,50.985810650000005,0.0
2023-09-02 03:00:00,SWM2,5.2,53.025243076,0.0
2023-09-02 03:00:00,SWM3,5.3,54.044959289000005,0.0
2023-09-02 03:00:00,SWM4,5.3,54.044959289000005,0.004
2023-09-02 03:00:00,SWM6,5.2,53.025243076,0.015
2023-09-02 03:00:00,SWM7,5.4,55.06467550200001,0.056
2023-09-02 03:00:00,SWM8,5.1,52.005526863,0.0
2023-09-02 03:00:00,SWM9,5.7,58.12382414100001,0.0
2023-09-02 04:00:00,SWM10,4.1,41.808364733,0.0
2023-09-02 04:00:00,SWM10B,4.0,40.78864852,0.006
2023-09-02 04:00:00,SWM10C,4.0,40.78864852,0.0
